property_type,society,sector,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Price_in_Crore,price,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,vatika gurgaon,sector 83,6455.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),1735.0,3,3,2,4.0,South-East,Relatively New,1.12,,,1200.0,1126.0,1,1,1,1,0,2,165
flat,m3m heights,sector 65,13600.0,Super Built up area 1828(169.83 sq.m.),1838.0,3,3,3,19.0,,Under Construction,2.5,,1828.0,,,0,0,0,0,0,0,48
flat,godrej nature plus,sector 33,9025.0,Carpet area: 1385 (128.67 sq.m.),1385.0,2,2,3+,15.0,,Under Construction,1.25,,,,1385.0,0,0,0,0,0,0,44
flat,tulip violet,sector 69,8457.0,Super Built up area 2010(186.74 sq.m.),2010.0,4,4,2,1.0,South,Relatively New,1.7,,2010.0,,,0,0,0,0,0,0,126
flat,satya the hermitage,sector 103,6137.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),1450.0,2,3,3,1.0,,Relatively New,0.89,,,,1081.0,0,1,0,0,0,0,75
flat,ambience lagoon,sector 24,12500.0,Built Up area: 3700 (343.74 sq.m.),4640.0,3,4,3+,9.0,North-East,Old Property,5.8,,,3700.0,,1,1,0,1,1,1,68
flat,godrej oasis,sector 88a,7258.0,Carpet area: 1791 (166.39 sq.m.),1791.0,3,3,3+,4.0,North-West,Relatively New,1.3,,,,1791.0,0,0,0,0,0,0,79
house,independent,manohar nagar,4583.0,Carpet area: 1200 (111.48 sq.m.),1200.0,2,2,0,2.0,North-East,Undefined,,0.55,,,1200.0,0,0,0,0,0,0,0
house,laxmi garden sector-11,sector 11,12820.0,Plot area 130(108.7 sq.m.),1170.0,12,9,1,3.0,East,Relatively New,,1.5,,1170.0,,1,1,0,1,1,2,106
flat,emaar mgf emerald floors premier,sector 65,16969.0,Super Built up area 1650(153.29 sq.m.),1650.0,3,3,2,3.0,East,Relatively New,2.8,,1650.0,,,0,1,0,0,0,0,105
flat,signature global synera,sector 81,7886.0,Carpet area: 634 (58.9 sq.m.),634.0,2,2,1,11.0,East,New Property,0.5,,,,634.0,0,0,0,0,0,1,97
flat,central park resorts,sector 48,22388.0,Carpet area: 6700 (622.45 sq.m.),6700.0,5,6,3+,17.0,,Relatively New,15.0,,,,6700.0,1,1,0,1,0,1,45
flat,vatika the seven lamps,sector 82,6969.0,Super Built up area 1435(133.32 sq.m.),1435.0,2,2,2,14.0,,Relatively New,1.0,,1435.0,,,1,0,0,0,1,0,69
house,independent,sector 8,9111.0,Plot area 100(83.61 sq.m.),900.0,4,3,3,2.0,North,Moderately Old,,0.82,,900.0,,0,0,0,0,0,0,12
house,independent,sector 26,37627.0,Plot area 502(419.74 sq.m.),4518.0,5,5,3+,2.0,North-East,Relatively New,,17.0,,4518.0,,1,1,1,1,0,2,124
house,independent,sector 108,5000.0,Built Up area: 2680 (248.98 sq.m.),2680.0,1,1,0,1.0,,Undefined,,1.34,,2680.0,,0,0,0,0,0,0,0
flat,m3m soulitude,sector 89,8000.0,Carpet area: 1423 (132.2 sq.m.),1425.0,3,3,2,2.0,East,Under Construction,1.14,,,,1423.0,1,0,0,0,0,0,77
flat,aipl club residences,sector 70a,9777.0,Carpet area: 1304 (121.15 sq.m.),1299.0,2,2,3+,24.0,North-West,Relatively New,1.27,,,,1304.0,0,0,0,0,1,2,113
flat,signature global the millennia,sector 37d,9230.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),650.0,2,2,3,7.0,,New Property,0.6,,,,596.12,0,0,0,0,0,0,35
flat,pareena coban residences,sector 99a,6625.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1630 sq.ft. (151.43 sq.m.),1630.0,3,5,3,2.0,West,Relatively New,1.08,,,1750.0,1630.0,0,1,0,0,1,0,49
house,ninex city,sector 76,6250.0,Carpet area: 2800 (260.13 sq.m.),2800.0,4,4,0,14.0,,Undefined,,1.75,,,2800.0,0,0,0,0,0,0,0
flat,pyramid urban,sector 67a,10516.0,Carpet area: 523 (48.59 sq.m.),523.0,2,2,2,3.0,South-West,Relatively New,0.55,,,,523.0,0,0,0,0,0,0,73
house,independent,sector 15,11888.0,Plot area 900(83.61 sq.m.),900.0,2,2,1,1.0,,Old Property,,1.07,,900.0,,0,1,0,0,0,0,7
flat,m3m soulitude,sector 89,8784.0,Super Built up area 1423(132.2 sq.m.),1423.0,3,3,3,3.0,East,New Property,1.25,,1423.0,,,1,0,0,0,1,0,61
flat,smart world orchard,sector 61,14785.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),1630.0,3,3,3,2.0,East,New Property,2.41,,,1630.0,1625.0,0,0,0,0,0,0,61
house,not applicable,shivaji nagar,12222.0,Plot area 1800(167.23 sq.m.),1800.0,4,3,2,1.0,South,Old Property,,2.2,,1800.0,,1,0,0,1,0,0,24
flat,godrej aria,sector 79,6653.0,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1503.0,2,2,2,4.0,North-West,Relatively New,1.0,,,1300.0,1200.0,1,0,0,0,0,0,49
flat,mvn athens,sohna road,7056.0,Carpet area: 340.09 (31.6 sq.m.),340.0,1,1,1,12.0,West,Relatively New,0.24,,,,340.09,0,0,0,0,0,0,66
flat,hcbs sports ville,sohna road,4166.0,Built Up area: 600 (55.74 sq.m.),600.0,1,1,1,12.0,,Relatively New,0.25,,,600.0,,0,0,0,0,0,0,37
house,ganpati heights apartment,sector 13,151.0,Plot area 115(7692.86 sq.m.),82781.0,10,6,2,3.0,South-East,Old Property,,1.25,,115.0,,0,0,0,0,1,0,7
house,bestech park view aindependentda,sector 81,7937.0,Plot area 5480(509.11 sq.m.),5481.0,4,4,3,2.0,North,Relatively New,,4.35,,5480.0,,0,1,1,0,0,0,51
flat,kanchanjanga tower,sector 56,7631.0,Super Built up area 1900(176.52 sq.m.),1900.0,3,3,3+,2.0,North,Moderately Old,1.45,,1900.0,,,0,0,0,0,0,2,126
flat,ireo skyon,sector 60,12815.0,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2809.0,4,5,3,24.0,North-East,Relatively New,3.6,,,,2400.0,0,1,0,0,0,2,49
flat,aipl club residences,sector 70a,10215.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),930.0,2,2,1,11.0,North-East,New Property,0.95,,,930.0,730.0,0,0,0,0,0,2,103
house,independent,sector 4,100000.0,Plot area 61(5.67 sq.m.),61.0,2,2,2,2.0,South-East,Moderately Old,,0.61,,61.0,,0,0,0,0,1,0,14
flat,ss the leaf,sector 85,10452.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),1148.0,2,2,3+,2.0,West,Relatively New,1.2,,,,1148.0,0,0,1,0,0,0,156
flat,vatika city,sector 49,9074.0,Super Built up area 2182(202.71 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2182.0,3,4,3,9.0,South-East,Moderately Old,1.98,,,1750.75,1670.0,0,1,0,0,0,2,101
flat,sobha city,sector 108,17378.0,Super Built up area 1381(128.3 sq.m.),1381.0,2,2,2,14.0,,New Property,2.4,,1381.0,,,0,0,0,0,0,2,113
house,independent,sector 57,38611.0,Plot area 192(160.54 sq.m.),1800.0,12,12,3+,4.0,East,New Property,,6.95,,1728.0,,0,1,1,0,0,2,73
flat,imperia the esfera,sector 37c,5405.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),2035.0,3,4,3,9.0,West,Relatively New,1.1,,,,1760.0,1,1,0,0,0,0,49
flat,pioneer araya,sector 62,19943.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4613.0,4,6,3,5.0,South,Relatively New,9.2,,,,3203.0,0,1,0,1,0,2,156
flat,paras dews,sector 106,7102.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0,3,4,3+,5.0,North-East,Relatively New,1.25,,,1186.0,1130.0,0,1,0,0,0,0,165
house,experion windchants,sector 112,10260.0,Built Up area: 6350 (589.93 sq.m.),7271.0,4,4,3+,2.0,East,Relatively New,,7.46,,6350.0,,0,1,0,1,0,2,62
flat,sanskriti apartment,sector 10a,6666.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3,3,3,2.0,,Moderately Old,1.1,,,,1650.0,0,0,0,0,0,0,22
flat,smriti apartment,sector 56,10666.0,Super Built up area 525(48.77 sq.m.),488.0,1,1,1,1.0,,Old Property,0.52,,525.0,,,0,0,0,0,0,0,34
flat,mvn athens,sohna road,5198.0,Built Up area: 481 (44.69 sq.m.),481.0,2,2,0,0.0,,Relatively New,0.25,,,481.0,,0,0,0,0,0,0,37
flat,sare crescent parc,sector 92,4909.0,Carpet area: 998 (92.72 sq.m.),998.0,2,2,2,2.0,,Relatively New,0.49,,,,998.0,0,0,0,0,0,0,96
house,independent,sector 24,24074.0,Plot area 120(100.34 sq.m.),1080.0,4,4,3+,4.0,,Relatively New,,2.6,,1080.0,,1,0,1,1,0,1,0
flat,tulip violet,sector 69,8907.0,Super Built up area 1538(142.88 sq.m.),1538.0,3,3,1,12.0,North-East,Relatively New,1.37,,1538.0,,,0,0,0,0,0,0,116
flat,signature global city 81,sector 81,8279.0,Carpet area: 1075 (99.87 sq.m.),1075.0,2,2,2,3.0,North,Under Construction,0.89,,,,1075.0,0,0,0,0,1,0,20
house,secter 16a daultabad faridabad house no 313,daulatabad,60000.0,Plot area 80(7.43 sq.m.),80.0,2,2,0,2.0,South-East,Relatively New,,0.48,,80.0,,0,0,0,0,0,0,16
flat,ansal housing highland park,sector 103,6443.0,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1940.0,3,3,3+,2.0,North-East,New Property,1.25,,,,1056.0,0,0,0,1,0,0,105
house,independent,sector 105,5833.0,Built Up area: 1200 (111.48 sq.m.),1200.0,3,2,2,1.0,,Undefined,,0.7,,1200.0,,0,0,0,0,0,0,0
flat,smart world gems,sector 89,8433.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 920 sq.ft. (85.47 sq.m.),1423.0,3,3,2,2.0,East,Undefined,1.2,,,1423.0,920.0,0,0,0,0,0,0,45
house,independent,sector 4,10482.0,Built Up area: 53 (44.31 sq.m.),477.0,5,3,0,1.0,,Undefined,,0.5,,53.0,,0,0,0,0,0,0,0
flat,sare homes,sector 92,4587.0,Carpet area: 1417 (131.64 sq.m.),1417.0,3,3,2,3.0,,Relatively New,0.65,,,,1417.0,0,0,0,0,0,0,6
house,independent,sector 3 phase 3 extension,5000.0,Built Up area: 3000 (278.71 sq.m.),3000.0,6,1,0,1.0,,New Property,,1.5,,3000.0,,0,0,0,0,0,0,0
house,independent,sector 25,37313.0,Plot area 402(336.12 sq.m.),3618.0,5,6,3+,4.0,North-East,Old Property,,13.5,,3618.0,,0,0,0,0,1,2,79
house,independent,sector 12,19818.0,Plot area 208(173.91 sq.m.),1872.0,3,3,1,4.0,,Moderately Old,,3.71,,1872.0,,0,0,0,1,0,0,0
house,housing board colony,sector 28,23333.0,Plot area 100(83.61 sq.m.),900.0,8,8,3+,4.0,South-East,Moderately Old,,2.1,,900.0,,0,0,0,0,1,2,38
flat,pivotal devaan,sector 84,6003.0,Super Built up area 583(54.16 sq.m.),583.0,2,2,1,4.0,East,Relatively New,0.35,,583.0,,,0,0,0,0,0,0,37
flat,oriental valley chs,sector 9a,9090.0,Carpet area: 1650 (153.29 sq.m.),1650.0,4,3,3+,8.0,,Relatively New,1.5,,,,1650.0,0,0,0,0,0,2,8
house,signature global city 92,sector 92,7820.0,Built Up area: 959 (89.09 sq.m.),959.0,2,2,3,1.0,,Undefined,,0.75,,959.0,,0,0,0,0,0,0,46
flat,the lions cghs,sector 56,8708.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2400.0,4,4,3+,7.0,East,Relatively New,2.09,,,2300.0,2200.0,0,0,0,0,1,2,125
house,independent,sector 50,21667.0,Built Up area: 3000 (278.71 sq.m.),3000.0,5,6,0,1.0,,Undefined,,6.5,,3000.0,,0,0,0,0,0,0,0
flat,adani brahma samsara vilasa,sector 63,10000.0,Super Built up area 3400(315.87 sq.m.),3400.0,3,3,3+,1.0,West,New Property,3.4,,3400.0,,,0,0,0,0,0,0,99
flat,central park flower valley aqua front towers,sector 33,11738.0,Super Built up area 1789(166.2 sq.m.),1789.0,3,3,2,6.0,,Under Construction,2.1,,1789.0,,,0,0,0,0,0,0,24
flat,shree arihant apartment,sector 54,8108.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1850.0,3,3,3+,4.0,West,Moderately Old,1.5,,,1700.0,1550.0,0,0,0,1,0,2,75
house,independent,sector 31,24155.0,Plot area 161(134.62 sq.m.),1449.0,4,3,3,2.0,South-West,Moderately Old,,3.5,,1449.0,,0,0,1,0,0,2,81
flat,ansal heights 86,sector 86,5441.0,Super Built up area 1360(126.35 sq.m.),1360.0,2,2,1,11.0,,Under Construction,0.74,,1360.0,,,0,0,0,0,1,0,45
flat,signature global grand iva,sector 103,6667.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),750.0,2,2,0,10.0,North,Undefined,0.5,,,750.0,605.0,0,0,0,0,0,0,0
flat,shri ram apartments,sector 4,3789.0,Carpet area: 950 (88.26 sq.m.),950.0,2,2,1,4.0,,Relatively New,0.36,,,,950.0,0,0,0,0,0,0,0
house,independent,sector 14,18444.0,Plot area 250(209.03 sq.m.),2250.0,5,4,2,2.0,North-West,Old Property,,4.15,,2250.0,,0,0,0,0,0,2,51
house,eldeco mansionz,sector 48,18885.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),2727.0,5,7,3,2.0,East,Moderately Old,,5.15,,302.0,300.0,0,1,0,1,0,2,145
flat,supertech hues,sector 68,8474.0,Carpet area: 1180 (109.63 sq.m.),1180.0,2,2,2,12.0,,New Property,1.0,,,,1180.0,0,0,0,0,0,0,54
flat,m3m woodshire,sector 107,6141.0,Super Built up area 2768(257.16 sq.m.),2768.0,4,5,3+,9.0,South,Relatively New,1.7,,2768.0,,,0,1,0,0,0,0,79
flat,ireo the corridors,sector 67a,11428.0,Super Built up area 1750(162.58 sq.m.),1750.0,3,3,3,12.0,,New Property,2.0,,1750.0,,,1,0,0,0,0,0,38
flat,sare crescent parc,sector 92,5556.0,Built Up area: 140 (117.06 sq.m.),1260.0,3,3,2,14.0,,Under Construction,0.7,,,140.0,,0,0,0,0,0,0,38
house,independent,ram nagar,5658.0,Plot area 1025(95.23 sq.m.),1025.0,4,2,1,2.0,East,Old Property,,0.58,,1025.0,,0,0,0,1,0,0,7
house,independent,sector 56,43534.0,Plot area 305(255.02 sq.m.),2745.0,12,12,3+,4.0,West,Relatively New,,11.95,,2745.0,,0,1,0,0,0,2,21
flat,ganga apartment,shanti nagar,3352.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),1641.0,2,2,1,3.0,North-East,Moderately Old,0.55,,,1000.0,800.0,0,0,0,0,0,0,81
house,dlf new town heights,sector 86,7718.0,Plot area 3200(297.29 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3200.0,4,4,3+,,West,Moderately Old,,2.47,,2800.0,2200.0,0,1,0,1,0,2,130
flat,emaar gurgaon greens,sector 102,9090.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1650.0,3,3,3,7.0,West,Relatively New,1.5,,,,1022.58,0,0,0,1,0,2,174
flat,signature global orchard avenue,sector 93,6387.0,Carpet area: 594.91 (55.27 sq.m.),595.0,2,2,2,7.0,North,Relatively New,0.38,,,,594.91,0,0,0,0,0,0,16
house,independent,sector 43,29638.0,Plot area 418(349.5 sq.m.),3323.0,5,5,2,3.0,West,Old Property,,9.85,,418.0,,1,1,0,1,0,0,21
flat,ramprastha the atrium,sector 37d,6225.0,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),1446.0,3,3,2,13.0,South-East,Relatively New,0.9,,,1185.0,975.0,0,0,0,0,0,1,37
flat,sidhartha ncr one phase,sector 95,3152.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),1364.0,2,2,2,6.0,North,Relatively New,0.43,,,1300.0,1020.0,0,0,0,0,0,0,120
flat,shapoorji pallonji joyville gurugram,sector 102,10799.0,Super Built up area 1852(172.06 sq.m.),1852.0,3,3,3,9.0,South-East,Relatively New,2.0,,1852.0,,,0,0,0,0,0,0,49
flat,signature global solera,sector 107,5828.0,Carpet area: 489 (45.43 sq.m.),489.0,2,2,2,0.0,North-East,Relatively New,0.285,,,,489.0,0,0,0,0,0,0,45
flat,la vida by tata housing,sector 113,12444.0,Carpet area: 2692 (250.09 sq.m.),2692.0,4,4,3+,11.0,North-East,Relatively New,3.35,,,,2692.0,1,1,0,0,0,0,174
house,independent,madanpuri,10000.0,Plot area 100(83.61 sq.m.),900.0,6,4,3,3.0,North-East,Old Property,,0.9,,900.0,,0,1,0,0,1,2,44
flat,emaar mgf emerald floors premier,sector 65,15151.0,Super Built up area 1650(153.29 sq.m.),1650.0,3,3,3,3.0,South-West,Relatively New,2.5,,1650.0,,,1,1,0,0,0,0,15
flat,bhagwati sadan,sector 12,5750.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2000.0,3,4,2,2.0,,Old Property,1.15,,,2000.0,1750.0,1,1,0,0,1,2,28
flat,paras dews,sector 106,10656.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),1173.0,3,4,3,14.0,East,Relatively New,1.25,,,1305.0,1173.0,1,1,0,0,0,0,167
house,independent,sector 13,11538.0,Plot area 1300(120.77 sq.m.),1300.0,10,7,3,4.0,East,Moderately Old,,1.5,,1300.0,,0,0,0,0,0,0,0
house,independent,daulatabad,7000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 509 sq.ft. (47.29 sq.m.),1000.0,2,2,1,5.0,North-East,Undefined,,0.7,,1000.0,509.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,8768.0,Built Up area: 1996 (185.43 sq.m.),1996.0,3,3,0,2.0,,Undefined,1.75,,,1996.0,,0,0,0,0,0,0,56
house,independent,sector 4,14667.0,Plot area 250(209.03 sq.m.),2250.0,3,3,2,1.0,North-East,Old Property,,3.3,,2250.0,,0,0,0,0,0,0,34
flat,bestech park view spa next,sector 67,12127.0,Super Built up area 2350(218.32 sq.m.),2350.0,4,4,3+,5.0,South,Moderately Old,2.85,,2350.0,,,0,1,0,1,0,2,149
flat,ss the leaf,sector 85,6343.0,Super Built up area 1671(155.24 sq.m.),1671.0,2,2,2,12.0,South,Relatively New,1.06,,1671.0,,,0,0,0,0,0,0,44
flat,vatika gurgaon,sector 83,6455.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1735.0,3,3,2,17.0,South,Moderately Old,1.12,,,1500.0,1400.0,0,0,0,0,0,2,111
flat,mapsko royale ville,sector 82,8000.0,Super Built up area 1790(166.3 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,4,2,6.0,North-West,Relatively New,1.12,,,1500.0,1400.0,0,1,0,1,0,0,174
flat,experion windchants,sector 112,11741.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),2802.0,3,3,3+,2.0,South,Relatively New,3.29,,,2225.56,,0,1,0,0,0,2,152
flat,signature global solera 2,sector 107,6680.0,Carpet area: 553.85 (51.45 sq.m.),554.0,2,2,2,9.0,,New Property,0.37,,,,553.85,0,0,0,0,0,0,23
house,independent,sector 28,34722.0,Plot area 360(301.01 sq.m.),3240.0,9,9,3+,2.0,North,Moderately Old,,11.25,,3240.0,,0,1,1,1,0,2,126
flat,ambience creacions,sector 22,12700.0,Super Built up area 1380(128.21 sq.m.),1378.0,2,2,2,11.0,,Under Construction,1.75,,1380.0,,,0,0,0,0,0,0,57
flat,godrej nature plus,sector 33,15982.0,Carpet area: 76.44,820.0,2,2,2,4.0,,Under Construction,1.31,,,,76.44,0,0,0,0,0,0,92
flat,gls avenue 51,sector 92,7614.0,Built Up area: 646 (60.02 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),591.0,2,2,1,10.0,,New Property,0.45,,,646.0,591.0,1,0,0,0,0,2,20
flat,imperia the esfera,sector 37c,5500.0,Super Built up area 1815(168.62 sq.m.),1800.0,3,3,1,10.0,North-East,New Property,0.99,,1815.0,,,0,1,0,0,0,0,49
house,nirvana country,sector 50,14285.0,Built Up area: 7000 (650.32 sq.m.),7000.0,5,7,2,4.0,East,Moderately Old,,10.0,,7000.0,,0,1,0,0,0,1,0
flat,alpha corp gurgaonone,sector 84,7496.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1534.0,2,2,3,8.0,North-East,Relatively New,1.15,,,,1200.0,1,0,0,0,0,2,37
flat,central park flower valley,sector 33,11251.0,Super Built up area 1789(166.2 sq.m.),1591.0,3,3,3,3.0,South,Old Property,1.79,,1789.0,,,0,0,0,0,0,0,71
flat,ss the coralwood,sector 84,5820.0,Super Built up area 1890(175.59 sq.m.),1890.0,3,3,3+,12.0,East,Moderately Old,1.1,,1890.0,,,0,0,0,0,0,2,104
flat,emaar gurgaon greens,sector 102,8787.0,Super Built up area 1650(153.29 sq.m.),1650.0,3,3,3,7.0,North-East,Relatively New,1.45,,1650.0,,,0,1,0,0,0,0,159
house,vipul tatvam villa,sector 48,24691.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),2592.0,3,4,3,2.0,North,Relatively New,,6.4,,240.0,200.0,1,1,1,0,0,2,148
house,independent,sector 41,28283.0,Plot area 275(229.94 sq.m.),2475.0,7,7,3+,3.0,South-West,Moderately Old,,7.0,,2475.0,,1,1,1,1,0,1,151
flat,dlf new town heights,sector 90,7297.0,Carpet area: 2727 (253.35 sq.m.),2727.0,4,4,3+,9.0,East,Relatively New,1.99,,,,2727.0,0,1,0,1,0,2,102
flat,bptp pedestal,sector 70a,9500.0,Carpet area: 1900 (176.52 sq.m.),2000.0,4,3,3,2.0,East,New Property,1.9,,,,1900.0,0,0,1,0,0,0,133
flat,sidhartha ncr one,sector 95,4179.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),1364.0,2,2,2,10.0,,Undefined,0.57,,,1364.0,1232.0,0,0,0,0,0,0,0
house,huda plots,sector 56,20359.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),1449.0,2,2,2,1.0,North,Moderately Old,,2.95,,1000.0,,0,0,0,0,0,0,31
house,independent,sector 3,8155.0,Plot area 109(91.14 sq.m.),981.0,5,4,1,2.0,,Moderately Old,,0.8,,981.0,,0,0,0,0,0,0,0
house,emaar mgf marbella,sector 66,38095.0,Plot area 350(292.64 sq.m.),3150.0,5,6,3+,4.0,North-East,New Property,,12.0,,3150.0,,0,1,0,1,0,0,38
house,independent,sector 28,8000.0,Built Up area: 1800 (167.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),1812.0,3,2,1,1.0,North,Relatively New,,1.45,,1800.0,900.0,0,0,0,0,0,0,0
flat,dlf belvedere towers,sector 25,13765.0,Carpet area: 2470 (229.47 sq.m.),2470.0,4,4,3,1.0,South-East,Old Property,3.4,,,,2470.0,0,1,0,0,0,0,26
house,vatika sovereign next,sector 82a,7500.0,Built Up area: 5140 (477.52 sq.m.),5133.0,5,6,3+,6.0,,Undefined,,3.85,,5140.0,,0,0,0,0,0,0,53
house,dlf city plot phase 3,sector 24,,Built Up area: 5000 (464.52 sq.m.),,5,5,3+,4.0,North-East,Undefined,,,,5000.0,,0,0,0,0,0,0,0
flat,dlf 76,new,11428.0,Carpet area: 3500 (325.16 sq.m.),3500.0,4,4,2,4.0,,Under Construction,4.0,,,,3500.0,1,1,0,0,0,2,101
flat,signature global park,sohna road,7248.0,Carpet area: 745 (69.21 sq.m.),745.0,2,1,3,1.0,,New Property,0.54,,,,745.0,0,0,0,0,0,0,65
flat,pyramid urban homes 2,sector 86,9615.0,Carpet area: 520 (48.31 sq.m.),520.0,2,2,1,10.0,,Relatively New,0.5,,,,520.0,0,0,0,0,0,0,15
flat,supertech araville,sector 79,6209.0,Super Built up area 1530(142.14 sq.m.),1530.0,2,2,3,7.0,North-East,New Property,0.95,,1530.0,,,1,0,0,0,0,0,49
flat,shree vardhman flora,sector 90,5128.0,Super Built up area 1950(181.16 sq.m.),1950.0,3,4,3,8.0,North-East,New Property,1.0,,1950.0,,,0,1,0,0,0,0,95
house,international city by sobha phase 2,sector 109,26667.0,Plot area 500(418.06 sq.m.),4687.0,5,6,3,3.0,East,Relatively New,,12.5,,4500.0,,1,1,1,1,0,0,63
flat,signature global solera,sector 107,4761.0,Super Built up area 1050(97.55 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),1050.0,3,2,2,5.0,South,Relatively New,0.5,,,850.0,645.0,0,0,0,0,1,0,35
house,independent,sector 43,28233.0,Plot area 610(510.04 sq.m.),5490.0,5,6,3,3.0,East,Moderately Old,,15.5,,5490.0,,1,1,1,1,0,0,76
flat,denso haryana housing society,manesar,4308.0,Carpet area: 2089 (194.07 sq.m.),2089.0,3,3,3+,5.0,East,Moderately Old,0.9,,,,2089.0,0,1,0,0,0,0,7
flat,signature global park 4,sector 36,11333.0,Carpet area: 750 (69.68 sq.m.),750.0,3,2,3,1.0,,New Property,0.85,,,,750.0,0,0,0,0,0,0,33
house,independent,sector 12,4222.0,Plot area 900(83.61 sq.m.),900.0,3,3,3,3.0,,Relatively New,,0.38,,900.0,,0,0,0,0,0,0,0
flat,professors enclave cghs,sector 56,8324.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,3,3,2,6.0,South,Old Property,1.54,,,1920.0,1850.0,0,1,0,1,0,2,104
